sheet,row,row_label,range,cells,sample_formula,r1c1_pattern,target_id,verdict
Dashboard,43,%,C43:C43,1,=C40/C19,=R[-3]C[0]/R[-24]C[0],F.KPI.MARGIN,replace
Dashboard,44,IRR Проекта,C44:C44,1,=C40/(C27+C35+C37),=R[-4]C[0]/(R[-17]C[0]+R[-9]C[0]+R[-7]C[0]),F.KPI.IRR,replace
Dashboard,45,%,C45:C45,1,=C39/C41,=R[-6]C[0]/R[-4]C[0],F.KPI.IRR,replace
Dashboard,46,%,C46:C46,1,=MAX('CF1 '!F144:AS144),=MAX('R[-45]C[81] '!R[98]C[3]:R[98]C[42]),F.KPI.LTC_LTV,replace
Dashboard,50,,C50:C50,1,=(C27+C35+C37)/C13,=(R[-23]C[0]+R[-15]C[0]+R[-13]C[0])/R[-37]C[0],F.KPI.COST_PER_M2,fix
Dashboard,51,,C51:C51,1,=('CF1 '!C138+'CF1 '!C98-'CF1 '!C107)/('CF1 '!C98-'CF1 '!C107),=('R[-50]C[81] '!R[87]C[0]+'R[-50]C[81] '!R[47]C[0]-'R[-50]C[81] '!R[56]C[0])/('R[-50]C[81] '!R[47]C[0]-'R[-50]C[81] '!R[56]C[0]),F.KPI.LLCR,replace
Dashboard,52,LLCR,C52:C52,1,=('CF1 '!C138+'CF1 '!C98-'CF1 '!C107)/('CF1 '!C98-'CF1 '!C107),=('R[-51]C[81] '!R[86]C[0]+'R[-51]C[81] '!R[46]C[0]-'R[-51]C[81] '!R[55]C[0])/('R[-51]C[81] '!R[46]C[0]-'R[-51]C[81] '!R[55]C[0]),F.KPI.LLCR,replace
Dashboard,57,NPV,C57:C57,1,='CF1 '!D148,='R[-56]C[81] '!R[91]C[1],F.KPI.NPV,replace
Dashboard,58,LLCR средний за весь проект,C58:C58,1,='CF1 '!D150,='R[-57]C[81] '!R[92]C[1],F.KPI.LLCR,replace
Dashboard,61,,A61:A61,1,='CF1 '!A152,='R[-60]C[83] '!R[91]C[0],F.KPI.LLCR,replace
Dashboard,62,,A62:A62,1,='CF1 '!A153,='R[-61]C[83] '!R[91]C[0],F.KPI.LLCR,replace
Dashboard,62,,C62:C62,1,='CF1 '!D153,='R[-61]C[81] '!R[91]C[1],F.KPI.LLCR,replace
Dashboard,63,,A63:A63,1,='CF1 '!A154,='R[-62]C[83] '!R[91]C[0],F.KPI.LLCR,replace
Dashboard,63,,C63:C63,1,='CF1 '!D154,='R[-62]C[81] '!R[91]C[1],F.KPI.LLCR,replace
Dashboard,64,,A64:A64,1,='CF1 '!A155,='R[-63]C[83] '!R[91]C[0],F.KPI.LLCR,replace
Dashboard,64,,C64:C64,1,='CF1 '!D155,='R[-63]C[81] '!R[91]C[1],F.KPI.LLCR,replace
