sheet,row,row_label,range,cells,sample_formula,r1c1_pattern,target_id,verdict
Бюджет,59,ИТОГО Расходы,G59:G59,1,=G16+G20+G23+G30+G50+G54,=R[-43]C[0]+R[-39]C[0]+R[-36]C[0]+R[-29]C[0]+R[-9]C[0]+R[-5]C[0],F.CAPEX.TOTAL,fix
Бюджет,61,ФИНРЕЗ,F61:F61,1,=F12-F59,=R[-49]C[0]-R[-2]C[0],F.KPI.MARGIN,fix
Бюджет,61,ФИНРЕЗ,G61:G61,1,=G16+G20+G23+G30+G50+G54+G55+G56,=R[-45]C[0]+R[-41]C[0]+R[-38]C[0]+R[-31]C[0]+R[-11]C[0]+R[-7]C[0]+R[-6]C[0]+R[-5]C[0],F.KPI.MARGIN,fix
Бюджет,61,ФИНРЕЗ,H61:H61,1,=F61/F12,=R[0]C[-2]/R[-49]C[-2],F.KPI.MARGIN,fix
Бюджет,63,NPV,F63:F63,1,=F61,=R[-2]C[0],F.KPI.NPV,replace
Бюджет,64,IRR Рентабельность проекта,F64:F64,1,=F63/F59,=R[-1]C[0]/R[-5]C[0],F.KPI.IRR,replace
Бюджет,65,Собственный капитал,F65:F65,1,=F59*D65,=R[-6]C[0]*R[0]C[-2],F.FIN.EQUITY_REQUIRED,fix
Бюджет,66,Рентабельность собственного капитала,F66:F66,1,=F63/F65,=R[-3]C[0]/R[-1]C[0],F.KPI.IRR,replace
Бюджет,67,Проектное финансирование,D67:D67,1,=F67/F59,=R[0]C[2]/R[-8]C[2],F.FIN.LIMIT,fix
Бюджет,67,Проектное финансирование,F67:F67,1,=F30+F23+F17+F50+F53,=R[-37]C[0]+R[-44]C[0]+R[-50]C[0]+R[-17]C[0]+R[-14]C[0],F.FIN.LIMIT,fix
Бюджет,68,Банковские расходы,F68:F68,1,=F67*D68,=R[-1]C[0]*R[0]C[-2],F.FIN.FEES,remove
Бюджет,69,Себестоимость 1м2,F69:F69,1,=F59/E5,=R[-10]C[0]/R[-64]C[-1],F.KPI.COST_PER_M2,fix
Бюджет,70,Средняя стоимость старта продаж,F70:F70,1,=D5,=R[-65]C[-2],F.SALES.WAVG_PRICE,fix
Бюджет,71,Наценка,F71:F71,1,=(F70-F69)/F69,=(R[-1]C[0]-R[-2]C[0])/R[-2]C[0],F.KPI.COST_PER_M2,fix
Бюджет,73,Непрогнозтруемая выручка,D73:D73,1,=E73/F12,=R[0]C[1]/R[-61]C[2],F.KPI.UNFORECASTED_REVENUE,replace
Бюджет,73,Непрогнозтруемая выручка,E73:E73,1,=SUM('План продаж'!Q25:S25),=SUM('План продаж'!R[-48]C[12]:R[-48]C[14]),F.KPI.UNFORECASTED_REVENUE,replace
Бюджет,74,Прогнозируемая выручка,D74:D74,1,=E74/F12,=R[0]C[1]/R[-62]C[2],F.KPI.UNFORECASTED_REVENUE,replace
Бюджет,74,Прогнозируемая выручка,E74:E74,1,=F12-E73,=R[-62]C[1]-R[-1]C[0],F.KPI.UNFORECASTED_REVENUE,replace
Бюджет,75,Дефицит чистой прибыли на момент РнВ,E75:E75,1,=F63-E73,=R[-12]C[1]-R[-2]C[0],F.KPI.UNFORECASTED_REVENUE,replace
CF1,2,,F2:F2,1,"=EDATE(E2,3)","=EDATE(R[0]C[-1],3)",F.TIME.DATE,keep
CF1,2,,G2:AS2,39,"=EOMONTH(F2,3)","=EOMONTH(R[0]C[-1],3)",F.TIME.DATE,keep
CF1,3,Кол-во дней,F3:AS3,40,=F2-E2,=R[-1]C[0]-R[-1]C[-1],F.TIME.DATE,keep
CF1,4,Начало стройки,D4:D4,1,=ТЭПы!C7,=ТЭПы!R[3]C[-1],F.TIME.FLAG_CONSTRUCTION,fix
CF1,4,Начало стройки,F4:AS4,40,"=IF(F2=$D$4,1,0)","=IF(R[-2]C[0]=R4C4,1,0)",F.TIME.FLAG_CONSTRUCTION,fix
CF1,5,Завершение стройки,D5:D5,1,=ТЭПы!C9,=ТЭПы!R[4]C[-1],F.TIME.FLAG_CONSTRUCTION,fix
CF1,5,Завершение стройки,F5:AS5,40,"=IF(AND(F2>=$D$4,F2<=$D$5),1,0)","=IF(AND(R[-3]C[0]>=R4C4,R[-3]C[0]<=R5C4),1,0)",F.TIME.FLAG_CONSTRUCTION,fix
CF1,6,Раскрытие Escrow,D6:D6,1,=ТЭПы!C12,=ТЭПы!R[6]C[-1],F.TIME.FLAG_ESCROW_RELEASE,fix
CF1,6,Раскрытие Escrow,F6:AS6,35,"=IF(F2=$D$6,1,0)","=IF(R[-4]C[0]=R6C4,1,0)",F.TIME.FLAG_ESCROW_RELEASE,fix
CF1,7,Год строительства,AD7:AS7,16,"=ROUNDUP(SUM($E$5:AD$5)/4,0)*AD5","=ROUNDUP(SUM(R5C5:R5C[0])/4,0)*R[-2]C[0]",F.TIME.FLAG_CONSTRUCTION,remove
CF1,8,Продажи по escrow,F8:AA8,22,"=IF(F2<=$D$6,1,0)","=IF(R[-6]C[0]<=R6C4,1,0)",F.TIME.FLAG_PRESALE,fix
CF1,9,Продажи по ДКП,F9:AS9,40,"=IF(F2>$D$6,1,0)","=IF(R[-7]C[0]>R6C4,1,0)",F.TIME.FLAG_PRESALE,fix
CF1,10,"Площадь в ГНС, кв. м",D10:D10,1,=ТЭПы!C19,=ТЭПы!R[9]C[-1],F.TEP.SALEABLE_AREA,fix
CF1,11,"Продаваемая площадь, кв. м",D11:D11,1,=ТЭПы!C22+ТЭПы!C23,=ТЭПы!R[11]C[-1]+ТЭПы!R[12]C[-1],F.TEP.SALEABLE_AREA,fix
CF1,15,ДОХОДЫ,B15:B15,1,='Бюджет '!F12,='Бюджет '!R[-3]C[4],F.SALES.REVENUE_TOTAL,fix
CF1,15,ДОХОДЫ,C15:C15,1,=SUM(F15:AS15),=SUM(R[0]C[3]:R[0]C[42]),F.SALES.REVENUE_TOTAL,fix
CF1,15,ДОХОДЫ,F15:AH15,29,='План продаж'!E25,='План продаж'!R[10]C[-1],F.SALES.REVENUE_TOTAL,fix
CF1,18,РАСХОДЫ,B18:B18,1,=+B20+B23+B27+B40+B77,=+R[2]C[0]+R[5]C[0]+R[9]C[0]+R[22]C[0]+R[59]C[0],F.CAPEX.TOTAL,fix
CF1,18,РАСХОДЫ,C18:C18,1,=SUM(F18:AS18),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.TOTAL,fix
CF1,18,РАСХОДЫ,D18:D18,1,=C18-D19+C81-C107,=R[0]C[-1]-R[1]C[0]+R[63]C[-1]-R[89]C[-1],F.CAPEX.TOTAL,fix
CF1,18,РАСХОДЫ,F18:AS18,40,"=SUM(F20,F23,F27,F40,F77)","=SUM(R[2]C[0],R[5]C[0],R[9]C[0],R[22]C[0],R[59]C[0])",F.CAPEX.TOTAL,fix
CF1,19,,D19:D19,1,=SUM(I18:N18),=SUM(R[-1]C[5]:R[-1]C[10]),F.CAPEX.TOTAL,fix
CF1,20,Вход в проект,B20:AS20,41,=B21,=R[1]C[0],F.CAPEX.TOTAL,fix
CF1,20,Вход в проект,C20:C20,1,=SUM(F20:AS20),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.TOTAL,fix
CF1,21,"Покупка и формирование актива, агентские , diudill",B21:B21,1,='Бюджет '!F16,='Бюджет '!R[-5]C[4],F.CAPEX.ITEM_CASH,replace
CF1,21,"Покупка и формирование актива, агентские , diudill",C21:C21,1,=SUM(F21:AS21),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,21,"Покупка и формирование актива, агентские , diudill",F21:AS21,40,=F22*$B$21,=R[1]C[0]*R21C2,F.CAPEX.ITEM_CASH,replace
CF1,22,"Проставить темп,%",C22:C22,1,=SUM(F22:AS22),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,23,Земельно-имущественные отношения,B23:B23,1,=B24+B25,=R[1]C[0]+R[2]C[0],F.CAPEX.TOTAL,fix
CF1,23,Земельно-имущественные отношения,C23:C23,1,=SUM(F23:AS23),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.TOTAL,fix
CF1,23,Земельно-имущественные отношения,F23:AS23,40,"=SUM(F24,F25)","=SUM(R[1]C[0],R[2]C[0])",F.CAPEX.TOTAL,fix
CF1,24,Аренда/налог ЗУ,B24:B24,1,='Бюджет '!F21,='Бюджет '!R[-3]C[4],F.CAPEX.ITEM_CASH,replace
CF1,24,Аренда/налог ЗУ,C24:C24,1,=SUM(F24:AS24),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,24,Аренда/налог ЗУ,F24:AH24,29,=$B$24/ТЭПы!$C$5/4,=R24C2/ТЭПы!R5C3/4,F.CAPEX.ITEM_CASH,replace
CF1,25,Плата за изменение ВРИ,B25:B25,1,='Бюджет '!F22,='Бюджет '!R[-3]C[4],F.CAPEX.ITEM_CASH,replace
CF1,25,Плата за изменение ВРИ,C25:C25,1,=SUM(F25:AS25),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,25,Плата за изменение ВРИ,F25:AS25,40,=F26*$B$25,=R[1]C[0]*R25C2,F.CAPEX.ITEM_CASH,replace
CF1,26,"Проставить темп,%",C26:C26,1,=SUM(F26:AS26),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,27,ПИР и ИРД,B27:B27,1,=B28+B30+B32+B34+B36+B38,=R[1]C[0]+R[3]C[0]+R[5]C[0]+R[7]C[0]+R[9]C[0]+R[11]C[0],F.CAPEX.TOTAL,fix
CF1,27,ПИР и ИРД,C27:C27,1,=SUM(F27:AS27),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.TOTAL,fix
CF1,27,ПИР и ИРД,F27:AS27,40,"=SUM(F28,F30,F32,F34,F36,F38)","=SUM(R[1]C[0],R[3]C[0],R[5]C[0],R[7]C[0],R[9]C[0],R[11]C[0])",F.CAPEX.TOTAL,fix
CF1,28,Компенсация городу,B28:B28,1,='Бюджет '!F24,='Бюджет '!R[-4]C[4],F.CAPEX.ITEM_CASH,replace
CF1,28,Компенсация городу,C28:C28,1,=SUM(F28:AS28),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,28,Компенсация городу,F28:AS28,40,=F29*$B$28,=R[1]C[0]*R28C2,F.CAPEX.ITEM_CASH,replace
CF1,29,"Проставить темп,%",C29:C29,1,=SUM(F29:AS29),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,30,"Получение ИРД (ППТ,ГПЗУ)",B30:B30,1,='Бюджет '!F25,='Бюджет '!R[-5]C[4],F.CAPEX.ITEM_CASH,replace
CF1,30,"Получение ИРД (ППТ,ГПЗУ)",C30:C30,1,=SUM(F30:AS30),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,30,"Получение ИРД (ППТ,ГПЗУ)",F30:AS30,40,=F31*$B$30,=R[1]C[0]*R30C2,F.CAPEX.ITEM_CASH,replace
CF1,31,"Проставить темп,%",C31:C31,1,=SUM(F31:AS31),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,31,"Проставить темп,%",M31:M31,1,=1/8,=1/8,F.CAPEX.ITEM_CASH,replace
CF1,32,Проектирование объектов стадия П,B32:B32,1,='Бюджет '!F26,='Бюджет '!R[-6]C[4],F.CAPEX.ITEM_CASH,replace
CF1,32,Проектирование объектов стадия П,C32:C32,1,=SUM(F32:AS32),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,32,Проектирование объектов стадия П,F32:AS32,40,=F33*$B$32,=R[1]C[0]*R32C2,F.CAPEX.ITEM_CASH,replace
CF1,33,"Проставить темп,%",C33:C33,1,=SUM(F33:AS33),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,34,Проектирование объектов стадия РД,B34:B34,1,='Бюджет '!F27,='Бюджет '!R[-7]C[4],F.CAPEX.ITEM_CASH,replace
CF1,34,Проектирование объектов стадия РД,C34:C34,1,=SUM(F34:AS34),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,34,Проектирование объектов стадия РД,F34:AS34,40,=F35*$B$34,=R[1]C[0]*R34C2,F.CAPEX.ITEM_CASH,replace
CF1,35,"Проставить темп,%",C35:C35,1,=SUM(F35:AS35),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,36,Инженерные изыскания (опер деятельность),B36:B36,1,='Бюджет '!F28,='Бюджет '!R[-8]C[4],F.CAPEX.ITEM_CASH,replace
CF1,36,Инженерные изыскания (опер деятельность),C36:C36,1,=SUM(F36:AS36),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,36,Инженерные изыскания (опер деятельность),F36:AS36,40,=F37*$B$36,=R[1]C[0]*R36C2,F.CAPEX.ITEM_CASH,replace
CF1,37,"Проставить темп,%",C37:C37,1,=SUM(F37:AS37),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,38,Предпроектные проработки,B38:B38,1,='Бюджет '!F29,='Бюджет '!R[-9]C[4],F.CAPEX.ITEM_CASH,replace
CF1,38,Предпроектные проработки,C38:C38,1,=SUM(F38:AS38),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,38,Предпроектные проработки,F38:AS38,40,=F39*$B$38,=R[1]C[0]*R38C2,F.CAPEX.ITEM_CASH,replace
CF1,39,"Проставить темп,%",C39:C39,1,=SUM(F39:AS39),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,40,САРЕХ,B40:B40,1,=B41+B43+B45+B47+B49+B51+B53+B57+B55+B59+B61+B63+B65+B67+B69+B71+B73+B75,=R[1]C[0]+R[3]C[0]+R[5]C[0]+R[7]C[0]+R[9]C[0]+R[11]C[0]+R[13]C[0]+R[17]C[0]+R[15]C[0]+R[19]C[0]+R[21]C[0]+R[23]C[0]+R[25]C[0]+R[27]C[0]+R[29]C[0]+R[31]C[0]+R[33]C[0]+R[35]C[0],F.CAPEX.TOTAL,fix
CF1,40,САРЕХ,C40:C40,1,=SUM(F40:AS40),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.TOTAL,fix
CF1,40,САРЕХ,F40:AS40,40,"=SUM(F41,F43,F45,F47,F49,F51,F53,F55,F57,F59,F61,F63,F65,F67,F69,F71,F73,F75)","=SUM(R[1]C[0],R[3]C[0],R[5]C[0],R[7]C[0],R[9]C[0],R[11]C[0],R[13]C[0],R[15]C[0],R[17]C[0],R[19]C[0],R[21]C[0],R[23]C[0],R[25]C[0],R[27]C[0],R[29]C[0],R[31]C[0],R[33]C[0],R[35]C[0])",F.CAPEX.TOTAL,fix
CF1,41,Подготовка площадки (включая снос),B41:B41,1,='Бюджет '!F31,='Бюджет '!R[-10]C[4],F.CAPEX.ITEM_CASH,replace
CF1,41,Подготовка площадки (включая снос),C41:C41,1,=SUM(F41:AS41),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,41,Подготовка площадки (включая снос),F41:AS41,40,=F42*$B$41,=R[1]C[0]*R41C2,F.CAPEX.ITEM_CASH,replace
CF1,42,"Проставить темп,%",C42:C42,1,=SUM(F42:AS42),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,43,СМР надземной части (в т.ч. стилобат),B43:B43,1,='Бюджет '!F32,='Бюджет '!R[-11]C[4],F.CAPEX.ITEM_CASH,replace
CF1,43,СМР надземной части (в т.ч. стилобат),C43:C43,1,=SUM(F43:AS43),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,43,СМР надземной части (в т.ч. стилобат),F43:AS43,40,=F44*$B$43,=R[1]C[0]*R43C2,F.CAPEX.ITEM_CASH,replace
CF1,44,"Проставить темп,%",C44:C44,1,=SUM(F44:AS44),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,45,СМР подземной части,B45:B45,1,='Бюджет '!F33,='Бюджет '!R[-12]C[4],F.CAPEX.ITEM_CASH,replace
CF1,45,СМР подземной части,C45:C45,1,=SUM(F45:AS45),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,45,СМР подземной части,F45:AS45,40,=F46*$B$45,=R[1]C[0]*R45C2,F.CAPEX.ITEM_CASH,replace
CF1,46,"Проставить темп,%",C46:C46,1,=SUM(F46:AS46),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,47,Отделка МОП,B47:B47,1,='Бюджет '!F34,='Бюджет '!R[-13]C[4],F.CAPEX.ITEM_CASH,replace
CF1,47,Отделка МОП,C47:C47,1,=SUM(F47:AS47),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,47,Отделка МОП,F47:AS47,40,=F48*$B$47,=R[1]C[0]*R47C2,F.CAPEX.ITEM_CASH,replace
CF1,48,"Проставить темп,%",C48:C48,1,=SUM(F48:AS48),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,49,ТУ и плата за тех. присоединение,B49:B49,1,='Бюджет '!F35,='Бюджет '!R[-14]C[4],F.CAPEX.ITEM_CASH,replace
CF1,49,ТУ и плата за тех. присоединение,C49:C49,1,=SUM(F49:AS49),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,49,ТУ и плата за тех. присоединение,F49:AS49,40,=F50*$B$49,=R[1]C[0]*R49C2,F.CAPEX.ITEM_CASH,replace
CF1,50,"Проставить темп,%",C50:C50,1,=SUM(F50:AS50),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,51,Наружные сети и сооружения,B51:B51,1,='Бюджет '!F36,='Бюджет '!R[-15]C[4],F.CAPEX.ITEM_CASH,replace
CF1,51,Наружные сети и сооружения,C51:C51,1,=SUM(F51:AS51),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,51,Наружные сети и сооружения,F51:AS51,40,=F52*$B$51,=R[1]C[0]*R51C2,F.CAPEX.ITEM_CASH,replace
CF1,52,"Проставить темп,%",C52:C52,1,=SUM(F52:AS52),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,53,"Благоустройство, объекты транспортного хозяйства",B53:B53,1,='Бюджет '!F37,='Бюджет '!R[-16]C[4],F.CAPEX.ITEM_CASH,replace
CF1,53,"Благоустройство, объекты транспортного хозяйства",C53:C53,1,=SUM(F53:AS53),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,53,"Благоустройство, объекты транспортного хозяйства",F53:AS53,40,=F54*$B$53,=R[1]C[0]*R53C2,F.CAPEX.ITEM_CASH,replace
CF1,54,"Проставить темп,%",C54:C54,1,=SUM(F54:AS54),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,55,Прочие СМР,B55:B55,1,='Бюджет '!F39,='Бюджет '!R[-16]C[4],F.CAPEX.ITEM_CASH,replace
CF1,55,Прочие СМР,C55:C55,1,=SUM(F55:AS55),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,55,Прочие СМР,F55:AS55,40,=F56*$B$55,=R[1]C[0]*R55C2,F.CAPEX.ITEM_CASH,replace
CF1,56,"Проставить темп,%",C56:C56,1,=SUM(F56:AS56),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,57,"Иные расходы на проекты (охрана, содержание площадки)",B57:B57,1,='Бюджет '!F40,='Бюджет '!R[-17]C[4],F.CAPEX.ITEM_CASH,replace
CF1,57,"Иные расходы на проекты (охрана, содержание площадки)",C57:C57,1,=SUM(F57:AS57),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,57,"Иные расходы на проекты (охрана, содержание площадки)",F57:AS57,40,=F58*$B$57,=R[1]C[0]*R57C2,F.CAPEX.ITEM_CASH,replace
CF1,58,"Проставить темп,%",C58:C58,1,=SUM(F58:AS58),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,59,Расходы по вводу в эксплуатацию,B59:B59,1,='Бюджет '!F41,='Бюджет '!R[-18]C[4],F.CAPEX.ITEM_CASH,replace
CF1,59,Расходы по вводу в эксплуатацию,C59:C59,1,=SUM(F59:AS59),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,59,Расходы по вводу в эксплуатацию,F59:AS59,40,=F60*$B$59,=R[1]C[0]*R59C2,F.CAPEX.ITEM_CASH,replace
CF1,60,"Проставить темп,%",C60:C60,1,=SUM(F60:AS60),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,61,Непредвиденные расходы,B61:B61,1,='Бюджет '!F42,='Бюджет '!R[-19]C[4],F.CAPEX.ITEM_CASH,replace
CF1,61,Непредвиденные расходы,C61:C61,1,=SUM(F61:AS61),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,61,Непредвиденные расходы,F61:AS61,40,=F62*$B$61,=R[1]C[0]*R61C2,F.CAPEX.ITEM_CASH,replace
CF1,62,"Проставить темп,%",C62:C62,1,=SUM(F62:AS62),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,62,"Проставить темп,%",F62:AS62,28,=F44,=R[-18]C[0],F.CAPEX.ITEM_CASH,replace
CF1,63,Услуги технического заказчика,B63:B63,1,='Бюджет '!F43,='Бюджет '!R[-20]C[4],F.CAPEX.ITEM_CASH,replace
CF1,63,Услуги технического заказчика,C63:C63,1,=SUM(F63:AS63),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,63,Услуги технического заказчика,F63:AS63,40,=F64*$B$63,=R[1]C[0]*R63C2,F.CAPEX.ITEM_CASH,replace
CF1,64,"Проставить темп,%",C64:C64,1,=SUM(F64:AS64),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,64,"Проставить темп,%",AA64:AS64,19,=AA44,=R[-20]C[0],F.CAPEX.ITEM_CASH,replace
CF1,65,Авторский надзор,B65:B65,1,='Бюджет '!F44,='Бюджет '!R[-21]C[4],F.CAPEX.ITEM_CASH,replace
CF1,65,Авторский надзор,C65:C65,1,=SUM(F65:AS65),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,65,Авторский надзор,F65:AS65,40,=F66*$B$65,=R[1]C[0]*R65C2,F.CAPEX.ITEM_CASH,replace
CF1,66,"Проставить темп,%",C66:C66,1,=SUM(F66:AS66),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,67,Мониторинг окружающей застройки,B67:B67,1,='Бюджет '!F45,='Бюджет '!R[-22]C[4],F.CAPEX.ITEM_CASH,replace
CF1,67,Мониторинг окружающей застройки,C67:C67,1,=SUM(F67:AS67),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,67,Мониторинг окружающей застройки,F67:AS67,40,=F68*$B$67,=R[1]C[0]*R67C2,F.CAPEX.ITEM_CASH,replace
CF1,68,"Проставить темп,%",C68:C68,1,=SUM(F68:AS68),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,69,Технический надзор,B69:B69,1,='Бюджет '!F46,='Бюджет '!R[-23]C[4],F.CAPEX.ITEM_CASH,replace
CF1,69,Технический надзор,C69:C69,1,=SUM(F69:AS69),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,69,Технический надзор,F69:AS69,40,=F70*$B$69,=R[1]C[0]*R69C2,F.CAPEX.ITEM_CASH,replace
CF1,70,"Проставить темп,%",C70:C70,1,=SUM(F70:AS70),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,71,Социальные объекты (отдельно возводимые),B71:B71,1,='Бюджет '!F47,='Бюджет '!R[-24]C[4],F.CAPEX.ITEM_CASH,replace
CF1,71,Социальные объекты (отдельно возводимые),C71:C71,1,=SUM(F71:AS71),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,71,Социальные объекты (отдельно возводимые),F71:AS71,40,=F72*$B$71,=R[1]C[0]*R71C2,F.CAPEX.ITEM_CASH,replace
CF1,72,"Проставить темп,%",C72:C72,1,=SUM(F72:AS72),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,73,Вознаграждение за управление проектом,B73:B73,1,='Бюджет '!F48,='Бюджет '!R[-25]C[4],F.CAPEX.ITEM_CASH,replace
CF1,73,Вознаграждение за управление проектом,C73:C73,1,=SUM(F73:AS73),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,73,Вознаграждение за управление проектом,F73:AS73,40,=F74*$B$73,=R[1]C[0]*R73C2,F.CAPEX.ITEM_CASH,replace
CF1,74,"Проставить темп,%",C74:C74,1,=SUM(F74:AS74),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,74,"Проставить темп,%",F74:AS74,40,=F44,=R[-30]C[0],F.CAPEX.ITEM_CASH,replace
CF1,75,Содержание застройщика,B75:B75,1,='Бюджет '!F49,='Бюджет '!R[-26]C[4],F.CAPEX.ITEM_CASH,replace
CF1,75,Содержание застройщика,C75:C75,1,=SUM(F75:AS75),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,75,Содержание застройщика,F75:AS75,40,=F76*$B$75,=R[1]C[0]*R75C2,F.CAPEX.ITEM_CASH,replace
CF1,76,"Проставить темп,%",C76:C76,1,=SUM(F76:AS76),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.ITEM_CASH,replace
CF1,77,ОРЕХ,B77:C77,2,=SUM(E77:AR77),=SUM(R[0]C[3]:R[0]C[42]),F.CAPEX.TOTAL,fix
CF1,77,ОРЕХ,F77:AS77,40,=SUM(F78:F79),=SUM(R[1]C[0]:R[2]C[0]),F.CAPEX.TOTAL,fix
CF1,78,Брокеридж,B78:B78,1,='Бюджет '!F52,='Бюджет '!R[-26]C[4],F.CAPEX.ITEM_CASH,fix
CF1,78,Брокеридж,C78:C78,1,=SUM(G78:AS78),=SUM(R[0]C[4]:R[0]C[42]),F.CAPEX.ITEM_CASH,fix
CF1,78,Брокеридж,M78:AA78,15,='План продаж'!E25*'Бюджет '!$D$52,='План продаж'!R[-53]C[-8]*'Бюджет '!R52C4,F.CAPEX.ITEM_CASH,fix
CF1,78,Брокеридж,AB78:AS78,18,='План продаж'!AA25*'Бюджет '!$D$52,='План продаж'!R[-53]C[-1]*'Бюджет '!R52C4,F.CAPEX.ITEM_CASH,fix
CF1,79,Реклама,B79:B79,1,='Бюджет '!F51,='Бюджет '!R[-28]C[4],F.CAPEX.ITEM_CASH,fix
CF1,79,Реклама,C79:C79,1,=SUM(G79:AS79),=SUM(R[0]C[4]:R[0]C[42]),F.CAPEX.ITEM_CASH,fix
CF1,79,Реклама,M79:AS79,33,='Бюджет '!$D$51*'План продаж'!E25,='Бюджет '!R51C4*'План продаж'!R[-54]C[-8],F.CAPEX.ITEM_CASH,fix
